AUTHOR,TITLE,REVIEW,RATING,AUTHOR_ID
searchanddestroy-1, One more collateral damage of Casa Del Papel or Ocean's Eleven,I am used now of those Spanish yarns speaking of capers. Nothing to do with the heist movies of the sixties with so much charm. I admit that I am an old timer 57 but those heist films now are too much fun smooth cool to me the ending is always more or less predictable too smooth not enough tragic. You even dont care about the characters; you only may wish they succeed. They are not facing their fate their doom. It is agreeable though but I begin to get tired of those films. I proceed in the watching just to have the right to comment because commenting without watching is totally senseless and idiot. And I always hope....,4.0,79
xaleader, Fascinating,Its not bad but its not good.. pleasure to watch for all family.,8.0,80
rockon15, Watchable,If you been trying to find a halfway decent movie to watch while sorting through all the current trash you found it!,4.0,81
jeroduptown, Highmore's a smidge of a bore,Highmore steps out of Bates Motel and into a group of criminals set on breaking into the Bank of Spain during the World Cup. Freddies brilliant but a little boring as a leading man.,6.0,82
gargoylegasc, buen intento,Same conventions same recipe London Heist and a dozen others.Kept waiting for Tom Cruz to come walking in with a convent mask.Some bits where different so tried to make the storyline more original but didnt help.So the bank is on to them but... all the cameras are not turned back on the bank roof?Decided to hang around and go the next day so... just happened to have all the Mission Impossible gear and planning ready?But didnt think to add a mask and breather? Because only dealing with a flooded vault which seems they knew leads to the fountain above which would also be a way out. Or gee inside.Not sure if plot holes worse or the new cinema era insanity of having to crank up some garage band with out of place music and play the whole track even though the dialogue started in the scene and cant hear what they said.Good incentive to turn off.,5.0,83
educallejero, Cliché all the way,Every single cliché available is used in the exact moment is expected. Thats kind of a huge sin at this point. It doesnt make the movie bad but pretty pointless.Still even with all the clichés if you just do something extra if you change anything if you give us a surprising twist if you give us one particularly amazing character or especially good action set-piece then it wouldve been fine.But we didnt get that. We got a pretty and elegant typical heist movie. Its entertaining as it is forgettable. Freddie Highmore does proves he can lead movies too not only tv and I guess thats good.,5.0,84
jakethesnake-42007, Nothing new,Ive seen this before theres nothing new and nothing exciting. Its not a bad movie or a good movie but it was an ok movie. Its more a straight to video or Netflix type movie.,5.0,85
diggnuts, Ser Davos and the autistic doctor make a heist movie.,Jarring to see really. I never seen the Psycho stuff Autistic doctor did but here he acts just like that doctor. Is this the limit of his range?Ser Davos is fine for the most part. Motivations are a bit.. all over the place but this is meant to be escapism entertainment.Non the less I did not really get into it and autistic doctor really took me out of it every scene he was in.,4.0,86
gab-67599, All in one,Action drama romance and more. I didnt have subtitles but thankfully I know a bit of Spanish so the movie was almost understandable lol. Actors played off one another great and it had a solid ending hoping for a part 2!I have seen meaningless movies with horrible actors and an even worse storyline this was not one of those movies.,10.0,87
SnoopyStyle, fun little caper,In 2008 Walter Moreland (Liam Cunningham) leads a team salvaging a wreck when the Spanish police confiscates the treasure. Unbeknownst to the authorities the treasure is more than what it appears to be. Its a road map to a greater treasure and Moreland needs to steal it back. The big problem is that the government has placed it in an unbreachable vault in the Bank of Spain. In order to solve the problem Moreland hires genius engineering college student Thom Laybrick (Freddie Highmore) who is tired of being recruited by big oil. They have an opportunity during the 2010 World Cup.This is a fun little caper. Its not that complicated. Liam Cunningham is always great. The two problems are Freddie Highmore and the vault. Freddie is always going to look like a kid and I cant see him as a romantic lead. Astrid Bergès-Frisbey may as well pat him on the head. He is probably never going to heat it up. Hes going to be an adorable puppy even on his death bed. The second is the vault construction. I dont really see how its set up. Its essentially the gold idol in Indiana Jones. In Indy the premise doesnt need explaining because its such a small part of it and it is what it is. In this movie the scale construct is central to the story and so it needs to work. Couldnt they place more counterweight which they do in the emergency situation anyways? Couldnt they just do that earlier? Im not sure if the story is mechanically sound. Overall this movie is a good escapist fare although two hours may be unnecessarily long.,6.0,88
